nome;preco;descricao
Ypê Água Sanitária Cloro Ativo;R$ 16,99;1 X 5 L
Qboa Água Sanitária;R$ 16,90;1 X 5 L
Ypê Água Sanitária;R$ 4,49;1 X 1 L
Vim Desinfetante Multiuso Cloro em Gel Lavanda;R$ 15,90;1 X 700 mL
Vim Desinfetante Multiuso Cloro Gel Original;R$ 15,90;1 X 700 mL
Ypê Pinho Tradição;R$ 4,99;1 X 500 mL
Pato Desinfetante Cloro Gel Poderosa Espumação Citrus;R$ 17,90;1 X 500 mL
Desinfetante Sanitário Líquido Harpic Cloro Forte 500Ml;R$ 14,90;1 X 500 mL
Ajax Limpador Concentrado Alternativa ao Cloro Floral 1000 mL;R$ 13,70;1 X 1 L
Lysoform Cloro Gel Original 500 mL;R$ 15,90;1 X 500 mL
Lysoform Desinfetante Spray Suave Odor 500 mL;R$ 19,90;1 X 500 mL
Lysoform Desinfetante de Ambiente Lembranças de Infância;R$ 29,90;1 X 360 mL
Ypê Flores Da Primavera Alvejante;R$ 10,90;1 X 2 L
Zupp Limpador Cloro Gel Tira Limo;R$ 6,49;1 X 500 mL
Moça Leite Condensado Integral;R$ 12,90;1 X 395 g
Italac Creme de Leite;R$ 3,89;1 X 200 g
Piracanjuba Leite Condensado Semidesnatado;R$ 5,99;1 X 395 g
Italac Leite Condensado Semidesnatado;R$ 5,99;1 X 395 g
Nestlé Creme de Leite Original;R$ 6,99;1 X 200.0 g
Moça Leite Condensado Semidesnatado;R$ 7,99;1 X 395 g
Itambé Leite Condensado Semidesnatado;R$ 6,99;1 X 395 g
Itambé Leite Condensado;R$ 7,99;1 X 395 g
LeitbomCreme De Leite;R$ 3,49;1 X 200 g
Nestlé Creme de Leite Original;R$ 9,49;1 X 300 g
Itambé Creme de Leite Leve Consistente;R$ 3,99;1 X 200 g
Canto De Minas Requeijão Cremoso Tradicional;R$ 8,99;1 X 200 g
Itambé Creme de Leite Esterilizado;R$ 7,99;1 X 300.0 g
Canto De Minas Requeijao Cremoso Light;R$ 8,99;200 g
Leitbom Leite Condensado Semidesnatado;R$ 5,49;1 X 395 g
Italac Leite Condensado Zero Lactose;R$ 7,99;1 X 395 g
Piracanjuba Leite Condensado Zero Lactose;R$ 6,99;1 X 395 g
Polenghi Creme de Ricota Zero Lactose;R$ 11,90;1 X 150 g
Canto De Minas Requeijao Culinario;R$ 12,90;1 X 400 g
Linea Leite Condensado Zero Açúcar;R$ 32,90;1 X 210 g
Itambé Leite Condensado Nolac;R$ 9,49;1 X 395 g
Italac Leite Condensado Desnatado;R$ 7,49;1 X 395 g
Nestlé Creme de Leite Extra Cremoso;R$ 13,90;1 X 280 g
Piracanjuba Leite Condensado Desnatado Light;R$ 6,49;405 g
Creme Milho Ppa 500 g;R$ 3,69;500 g
Canto de Minas Requeijão Cremoso Light;R$ 17,90;1 x 400 g
Cruzeiro Creme para os Pés;R$ 6,99;1 X 90 mL
Italac Creme de Leite;R$ 3,89;1 X 200 g
Nestlé Creme de Leite Original;R$ 6,99;1 X 200.0 g
LeitbomCreme De Leite;R$ 3,49;1 X 200 g
Nestlé Creme de Leite Original;R$ 9,49;1 X 300 g
Itambé Creme de Leite Leve Consistente;R$ 3,99;1 X 200 g
Canto De Minas Requeijão Cremoso Tradicional;R$ 8,99;1 X 200 g
Itambé Creme de Leite Esterilizado;R$ 7,99;1 X 300.0 g
Canto De Minas Requeijao Cremoso Light;R$ 8,99;200 g
Polenghi Creme de Ricota Zero Lactose;R$ 11,90;1 X 150 g
Canto De Minas Requeijao Culinario;R$ 12,90;1 X 400 g
Creme Milho Ppa 500 g;R$ 3,69;500 g
Canto de Minas Requeijão Cremoso Light;R$ 17,90;1 x 400 g
Cruzeiro Creme para os Pés;R$ 6,99;1 X 90 mL
Josidith Ovos Brancos Grande;R$ 34,19;1 X 30 Und
Ovos Vermelhos Grandes;R$ 39,69;1 X 30 Und
Ovo Verm Josidith;R$ 25,99;1 X 20 Und
Josidith Ovos de Codorna;R$ 11,99;1 X 30 Und
Josidith Ovos Vermelhos;R$ 3,99;1 X 6 Und
Josidith Ovos Branco;R$ 59,99;1 X 60 Und
Cencosud Ovos Grande Branco;R$ 15,89;1 X 12 Und
Josidith Ovos Branco;R$ 23,79;1 X 20 Und
Josidith Ovo Vermelho;R$ 16,39;1 X 12 Und
Eloy Ovo Caipira Vermelho Grande;R$ 14,99;1 x 10 Und
Ovo Branco Eloy Gde C 20Un;R$ 18,99;1 x 20 Und
Piracanjuba Leite Semidesnatado Zero Lactose;R$ 5,99;1 X 1 L
Leitíssimo Leite UHT Integral;R$ 7,49;1 X 1 L
Italac Leite Uht Desnatado;R$ 5,89;1 X 1 L
Itambé Leite Integral;R$ 7,99;1 X 1 L
Italac Leite UHT Semidesnatado Zero Lactose;R$ 5,99;1 X 1 L
Piracanjuba Leite UHT Integral;R$ 5,99;1 X 1 L
Italac Leite Longa Vida Semidesnatado;R$ 5,89;1 X 1 L
Itambé Leite Semidesnatado Zero Lactose;R$ 6,99;1 X 1 L
Itambé Leite Uht Desnatado Nolac Zero Lactose;R$ 8,49;1 X 1 L
Ninho Leite Integral;R$ 5,99;1 X 1 L
Ninho Leite Uht Semidesnatado Levinho;R$ 5,99;1 X 1 L
Italac Leite Integral;R$ 5,89;1 X 1 L
Piracanjuba Leite Uht Desnatado;R$ 5,99;1 X 1 L
Leitíssimo Leite Uht Desnatado;R$ 7,49;1 X 1 L
Piracanjuba Leite Líquido Semi Desnatado;R$ 5,99;1 X 1 L
CompLeite Leite UHT Desnatado;R$ 5,99;1 X 1 Und
Leitbom Leite Uht Integral Edge;R$ 5,89;1 X 1.0 L
Compleite Leite Integral;R$ 5,99;1 X 1 L
Italac Leite Uht Zero Lactose Integral;R$ 6,49;1 X 1 L
Ninho Leite Integral Forti+ Zero Lactose;R$ 6,49;1 X 1 L
Zero Nestle Creme Leitelactose;R$ 6,99;1 x 200 g
Nestlé Leite UHT Semidesnatado Zero Lactose Levinho;R$ 6,49;1 X 1 L
Actimel Leite Fermentado Sabor Morango;R$ 2,87;1 X 100 g
Itambé Leite Integral Dez Vitaminas;R$ 7,99;1 X 1 L
Italakinho Bebida Láctea Morango;R$ 1,89;1 X 200 mL
Piracanjuba Leite Desnatado Zero Lactose;R$ 5,99;1 X 1 L
Leitíssimo Leite Semidesnatado Zero Lactose;R$ 6,99;1 X 1.0 L
Mais Coco Leite de Coco;R$ 5,99;1 X 200 mL
Italac Bebida Láctea Whey Baunilha;R$ 6,49;1 X 250 mL
Parmalat Leite Uht Semidesnatado;R$ 7,99;1 X 1 L
Italac Bebida Láctea Whey Proteína Chocolate;R$ 6,49;1 X 250 mL
Ninho Nestle Leite em Pó Zero Lactose;R$ 29,90;1 X 380 g
Zero Italakinho Bebida Lactea Sabor Chocolatelactose;R$ 1,89;1 X 200 mL
Italac Bebida Láctea Whey Com Proteína De Banana;R$ 6,49;1 X 250 mL
Nescau Bebida Láctea Actigen Zero Lactose;R$ 2,97;1 x 200 mL
Sococo Leite de Coco;R$ 19,90;1 X 500 mL
Leitbom Leite Uht Desnatado;R$ 5,89;1 L
Italac Bebida Láctea Zero Lactose Sabor Chocolate;R$ 9,99;1 X 1 L
Sabor Nordeste Leite de Coco;R$ 3,39;1 X 200 mL
Ninho Nestle Composto Lacteofases;R$ 59,90;1 X 800 g
Sococo Leite De Coco Tradicional;R$ 7,49;1 X 200 mL
Piracanjuba Leite UHT Desnatado Fonte de Fibras;R$ 5,99;1 X 1 L
Mais Coco Leite De Coco;R$ 13,90;1 X 500 mL
Leitbom Leite Uht Semi Desnatado;R$ 5,89;1 L
Compleite Leite Tipo C 1;R$ 6,49;1 L
Piracanjuba Leite Desnatado Rico em Cálcio;R$ 5,99;1 X 1 L
Palmolive Sabonete Líquido Nutri Milk;R$ 12,99;1 X 250 mL
Piracanjuba Leite em pó Integral A2;R$ 24,90;1 x 380 g
Coco Do Vale Leite de Coco;R$ 5,99;1 X 200 mL
Leite Uht Piracanjuba A2 Z Semi Desn;R$ 6,49;1 x 1 L
Vitao Rosquinha Integral Leite;R$ 9,99;1 x 110 g
Itambé Leite Desnatado;R$ 9,49;1 X 200 g
Danone Iogurte Natural Desnatado;R$ 3,59;1 X 160 g
Nestlé Iogurte Cenoura Mel e Laranja;R$ 4,49;1 X 170 g
Ninho Iogurte Liquido de Maçã e Banana;R$ 3,99;1 X 170 g
Danone Iogurte Líquido Parc Desnatado Morango;R$ 12,49;1 X 1.25 Kg
Danone Iogurte Grego Tradicional;R$ 3,29;1 X 90.0 g
Yopro Iogurte Natural de Proteínas;R$ 9,99;1 X 160 g
Nestlé Iogurte Natural Sabor Mel;R$ 4,49;1 X 170 g
Danone Natural Integral 160G;R$ 3,59;1 X 160.0 g
Danoninho Petit Suisse para Levar Morango;R$ 2,99;1 X 70 g
Verde Campo Iogurte Sem Lactose Tradicional Natural Whey;R$ 7,99;1 x 140 g
Verde Campo Iogurte Desnatado Lacfree;R$ 4,49;1 X 140 g
Nestlé Iogurte Natural Integral;R$ 4,49;1 X 170 g
Itambé Iogurte Natural Integral;R$ 4,49;1 X 170 g
Canto De Minas iogurte natural integral;R$ 3,79;1 X 180 g
Verde Campo Iogurte Natural Whey Sabor Morango;R$ 8,49;1 X 250 g
Danone Iogurte Danoninho Morango;R$ 2,99;1 X 100 g
Yopro Iogurte de Morango Danone;R$ 11,90;1 X 250 g
Danone Iogurte Yopro Coco Cremoso;R$ 9,99;1 X 160 g
Nestlé Iogurte Molico Morango;R$ 3,99;1 X 170 g
Nestlé Iogurte Ninho 3 Sabores;R$ 7,99;1 X 6 Und
Batavo Iogurte Grego Tradicional;R$ 2,79;1 X 100 g
Corpus Iogurte Líquido Zero Lactose Sabor Morango;R$ 3,69;1 X 170 g
Nestlé Iogurte Chamyto Go Sabor Morango;R$ 4,49;1 X 100 g
Nestlé Iogurte de Morango com Calda;R$ 4,99;1 X 150 g
Danone Iogurte Morango;R$ 3,69;1 X 170 g
Batavo Iogurte Integral;R$ 2,47;1 X 170 g
Itambé Iogurte Nolac Zero Lactose Frutas Vermelhas;R$ 4,49;1 X 170 g
Verde Campo Iogurte Whey Protein Sabor Morango;R$ 14,90;1 X 500 g
Itambé Iogurte Fit de Morango;R$ 4,49;1 X 170 g
Verde Campo Iogurte Desnatado Morango Zero Lactose;R$ 11,90;1 X 250 g
Ninho Iogurte Desnatado sabor Morango;R$ 3,99;1 X 170 g
Itambé Bebida Láctea Whey Coco com Batata Doce;R$ 4,97;1 X 250 mL
Batavo Iogurte Integral Pedaços Pêssego;R$ 2,89;1 X 100 g
Danone Iogurte Petit Suisse Danoninho Sabor Morango;R$ 10,90;1 X 320 g
Nestlé Iogurte Natural Integral;R$ 6,99;1 X 340 g
Danoninho Petit Suisse Para Levar Morango E Banana 70G;R$ 2,99;1 X 70 g
Iogurte Grego Danone Morango Com Chocolate 90G;R$ 3,29;1 X 90 g
Verde Campo Iogurte Natural Whey Sabor Gojiberry;R$ 5,99;1 X 170.0 g
Verde Campo Iogurte Desnatado Cookies Whey;R$ 8,49;1 X 250 g
Verde Campo Iogurte Desnatado Natural Whey Sabor Banana;R$ 8,49;1 X 250 g
Verde Campo Iogurte Desnatado Natural sem Adoçante;R$ 10,90;1 X 500 g
Verde Campo Iogurte Sem Lactose Pêssego Natural Whey;R$ 5,99;1 x 170 g
Itambé Iogurte Natural Mel;R$ 4,49;1 X 170 g
Batavo Iogurte Sabor Morango;R$ 2,99;1 X 170 g
Verde Campo Iogurte Desnatado Sabor Morango Zero Lactose;R$ 4,49;1 X 140 g
Batavo Bebida Láctea Laranja Cenoura E Mel;R$ 3,49;1 X 170 g
Danone Iogurte Líquido Desnatado Vitamina de Frutas;R$ 12,49;1 X 1.25 Kg
Activia Líquido Morango 170G;R$ 2,87;1 X 170 g
Danoninho Iogurte Líquido Banana e Maçã;R$ 2,99;1 X 100 g
Activia Líquido Ameixa Zero Lactose 170G;R$ 3,99;1 X 170. g
Iogurte Natural Danone Mel 160G;R$ 3,79;1 X 160 g
Verde Campo Iogurte Natural Whey de Baunilha;R$ 8,49;1 X 250 g
Nestlé Molico Iogurte Baunilha;R$ 12,90;1 X 850 g
Verde Campo Iogurte Cookies & Cream Natural Whey;R$ 14,90;1 X 500 g
Batavo Iogurte Natural com Mel;R$ 2,47;1 X 170 g
Itambé Iogurte Natural Laranja Com Cenoura E Mel;R$ 4,49;1 X 170 g
Danone Natural Laranja, Cenoura E Mel 160G;R$ 3,79;1 X 160 g
Batavo Iogurte Líquido Graviola;R$ 2,99;1 X 170.0 g
Verde Campo Iogurte Natural Whey Sabor Pasta Amendoim;R$ 12,90;1 X 250 g
Danone Iogurte Líquido Desnatado Coco;R$ 12,49;1 X 1.25 L
Linguiça De Pernil Bragança;R$ 24,90/u;Aprox. 1000g/ud
Seara Hambúrguer Texas Burger Tradicional;R$ 1,99;56 g
Sadia Salsicha Hot Dog;R$ 16,90;1 X 500.0 g
Linguiça Pernil Bragança Temperada;R$ 24,90/kg;A partir de 250g
Linguiça Suíno Minerin;R$ 31,90/kg;A partir de 250g
Perdigão Salsicha Hot Dog;R$ 15,90;1 X 500 g
Perdigão Mortadela Ouro Defumada;R$ 12,90;1 X 200.0 g
Sadia Mortadela Defumada Soltíssimo;R$ 13,90;200 g
Sadia Presunto Tipo Parma Fatiado Speciale;R$ 29,90;1 X 100 g
Sadia Salame Italiano Fatiado;R$ 19,90;100 g
Sadia Bacon em Fatias na Receita;R$ 24,90;1 X 250 g
Linguiça Resf Car Fgo Frico Chileno Verde 1 Kg;R$ 24,90;1 Kg
Seara Mortadela Gourmet Defumada Fatiada;R$ 7,99;180 g
Aurora Linguiça Churrasco;R$ 14,90;700 g
Seara Linguiça Toscana Congelada;R$ 19,90;1 X 700.0 g
Sadia Salame Salamitos Lemonástico;R$ 5,99;36 g
Sadia Salame Sabor Pepperoni Salamitos;R$ 5,99;36 g
Seara Presunto Suíno de Lombo Cozido Fatiado Levíssimo;R$ 17,90;1 X 180 g
Sadia Copa Fatiada Speciale;R$ 10,90;1 X 100 g
Linguiça De Frango Bragança;R$ 24,90/kg;A partir de 600g
Perdigão Linguiça Toscana com Queijo Coalho;R$ 34,90;1 X 600.0 g
Anglo Salsicha Tipo Viena;R$ 5,99;180 g
Sadia Mortadela Mista;R$ 8,99;400 g
Sadia Peru Temperado Congelado;R$ 9,90/kg;A partir de 250g
Haciendas Bacon Fatiado;R$ 24,90;200 g
Rezende Hambúrguer Misto de Carne de Ave e Suína;R$ 1,99;56 g
Perdigão Mortadela Sabor Frango;R$ 9,49;400 g
Haciendas Salame Tipo Italiano Fatiado;R$ 19,90;80 g
Boua Linguiça Calabresa;R$ 13,90;400 g
Perdigão Mortadela Com Ervas Finas;R$ 13,90;200 g
Super Frango Linguiça Resfriado;R$ 21,90;400 g
Perdigão Mortadela Sem Cubos de Gordura;R$ 11,90;400 g
Seara Linguiça Fininha Defumada;R$ 4,99;240 g
Seara Linguiça de Pernil Apimentada Gourmet;R$ 24,90;450 g
Linguiça Calabresa Seara Embalada;R$ 38,90/kg;A partir de 240g
Super Frango Linguiça De Frango Resfriado Fina;R$ 24,90;1 Kg
Linguiça Fininha Seara Embalada;R$ 38,90/kg;A partir de 240g
Aurora Linguiça De Lombo Suíno Com Alho E Ervas Premium;R$ 31,90;500 g
Linguiça Calabresa Sadia Embalada;R$ 29,97/kg;A partir de 250g
Perdigão Linguiça Mista Cozida e Defumada Fininha;R$ 12,90;1 X 215 g
Mortad Def Ft;R$ 8,99;180 g
Perdigão Linguiça Calabresa;R$ 36,90/kg;A partir de 250g
Linguiça Frango Bragança Temperada;R$ 24,90/kg;A partir de 250g
Président Queijo Mussarela Fatiado;R$ 10,90;150 g
Catupiry Requeijão Cremoso Tradicional;R$ 8,49;200 g
Président Queijo Parmesão Ralado;R$ 13,90;100 g
Tirolez Requeijão Cremoso;R$ 7,99;200 g
Piracanjuba Queijo Mussarela Fatiado;R$ 9,90;150 g
Itambé Requeijão Cremoso Tradicional;R$ 7,99;220 g
Tirolez Creme de Ricota Original;R$ 8,99;200 g
Danone Requeijão Cremoso Tradicional;R$ 8,99;200 g
Verde Campo Requeijão Cremoso Lacfree Zero Lactose;R$ 10,90;180 g
Itambé Queijo Parmesão Ralado;R$ 6,99;50 g
Piracanjuba Queijo do Reino Fatiado;R$ 11,90;150 g
Poços de Caldas Requeijão Cremoso Tradicional;R$ 8,99;200 g
Canto de Minas Queijo Tipo Cottage;R$ 21,90;400 g
President Queijo Parmesão Ralado;R$ 6,99;50 g
Philadelphia Cream Cheese Light;R$ 10,90;150 g
Polenghi Creme de Ricota Light;R$ 10,90;150 g
Philadelphia Cream Cheese Original;R$ 10,90;150 g
Piracanjuba Queijo Prato Fatiado;R$ 9,90;150 g
Polenguinho Queijo Processado Uht Light;R$ 5,99;68 g
Polenguinho Queijo Requeijão Polenghi;R$ 5,99;68 g
Nestlé Requeijão Cremoso Light;R$ 8,99;200 g
Polenghi Requeijão Cremoso Light;R$ 8,99;200 g
Sadia Soltissimo Queijo Prato Fatiado;R$ 14,90;150 g
Polenghi Molho sabor Cheddar Clube do Molho;R$ 11,90;220 g
Ile de France Queijo Petit Camembert;R$ 34,90;125 g
Regina Creme de Ricota;R$ 9,99;250 g
Tirolez Queijo Parmesão;R$ 24,90;245 g
Batavo Creme de Queijo Quark Tradicional;R$ 2,79;100 g
Piracanjuba Queijo Prato Pedaco;R$ 14,90;200 g
Boua  Requeijao  Cremoso Tradicional;R$ 7,99;180 g
Canto De Minas Queijo Mussarela Fatiado;R$ 11,90;150 g
Requeijao Nestle Cremoso Tradicional;R$ 7,99;200 g
Boua Queijo Mussarela Fatiado Resfriado;R$ 9,99;150 g
Itambé Requeijão Cremoso Light;R$ 9,49;220 g
Sadia Presunto Cozido Fatiado Soltíssimo;R$ 18,90;200 g
Perdigão Presunto Cozido e Fatiado;R$ 11,90;200 g
Seara Presunto Cozido Fatiado;R$ 29,90/kg;A partir de 170g
Haciendas Reserva Presunto Serrano Fatias Extra Finas;R$ 29,90;100 g
Aurora Presunto Cozido sem Capa Fatiado;R$ 7,99;180 g
Aurora Apresuntado Fatiado;R$ 7,49;180 g
Itambé Queijo Mussarela Fatiado;R$ 9,49;150 g
Piracanjuba Queijo Mussarela Fatiado;R$ 26,90;500 g
Polenghi Queijo Processado Sabor Cheddar Sandwich-In;R$ 12,90;144 g
Sadia Queijo Mussarela Fatiado Soltíssimo;R$ 13,90;150 g
Itambé Queijo Prato Fatiado;R$ 9,99;150 g
Polenghi Queijo Polenguinho Processado Uht Light;R$ 11,90;136 g
Polenguinho Queijo Processado Sabor Original;R$ 11,90;136 g
Polenghi Queijo Frescal Ultrafiltrado Light;R$ 19,90;400 g
Polenghi Queijo Frescal Ultrafiltrado;R$ 19,90;400 g
Italac Queijo Mussarela Fatiado;R$ 6,67;150 g
Polenghi Queijo Sabor Cheddar Light;R$ 12,90;144 g
Piracanjuba Queijo Mussarela Pedaço;R$ 14,90;200 g
Aurora Queijo Mussarela;R$ 9,90;150 g
Frescatino Queijo Minas Frescal Zero Lactose;R$ 17,90;250 g
Boua Queijo Mussarela Fatiado Resfriado;R$ 23,90;400 g
Canto De Minas Queijo Ralado Parmesao;R$ 8,99;40 g
Piracanjuba Queijo Minas Padrão;R$ 16,90;Aprox. 200g/ud
Piracanjuba Queijo Parmesão Ralado;R$ 6,99;50 g
Piracanjuba Queijo Reino Pedaço;R$ 16,90;200 g
Vale do Canastra Queijo Parmesão Ralado;R$ 6,99;40 g
President Queijo Parmesao Ralado 4 Queijos;R$ 15,90;100 g
Itambé Queijo Parmesão Ralado;R$ 12,90;100 g
Piracanjuba Queijo Parmesão Ralado;R$ 11,90;100 g
Polenguinho Queijo Cremoso Fresco;R$ 6,49;68 g
Skiny Salgadinho de Milho Clássico;R$ 2,69;1 X 38 g
Elma Chips Salgadinho Onda Requeijão Cheetos;R$ 4,49;1 X 45 g
Pringles Salgadinho de Batata Sabor Original;R$ 13,90;1 X 104 g
Salgadinho Presunto Elma Chips Fandangos 45G;R$ 3,69;1 X 45 g
Doritos Salgadinho Queijo Nacho;R$ 8,99;1 X 84 g
Eqlibri Panetini Snack Queijo Suave 40 g;R$ 4,99;1 X 40 g
Pringles Salgadinho Batata Frita Churrasco;R$ 13,90;1 X 109 g
Eqlibri Snack de Trigo Sabor Presunto Defumado Panetini;R$ 4,99;1 X 40 g
Salgadinho Lua Parmesão Elma Chips Cheetos 40G;R$ 4,49;1 X 40.0 g
Ovinhos de Amendoim Elma Chips 170 g;R$ 8,99;1 X 170 g
Elma Chips Batata Palha Tradicional;R$ 8,99;1 X 100 g
Elma Chips Salgadinho de Trigo Stiksy;R$ 6,99;1 X 120.0 g
Doritos Salgadinho Sabor Queijo Nacho;R$ 22,90;1 X 300 g
Skiny Salgadinho de Milho Clássico Assado;R$ 3,99;1 X 78 g
Salgadinho Queijo Elma Chips Fandangos 45G;R$ 3,69;1 X 45 g
Torcida Salgadinho Churrasco;R$ 1,89;1 X 38 g
Skiny Salgadinho Clássico Assado Sabor Queijo;R$ 3,99;1 X 78 g
Skiny Clássico Salgadinho Presunto;R$ 3,99;1 X 78 g
Batata Lisa Classica Lays 135 g;R$ 11,90;135 g
Elma Chips Batata Palha Extrafina 90 g;R$ 8,99;1 X 90 g
Cheetos Salgadinho de Milho Onda Requeijão;R$ 9,99;1 X 140.0 g
Skiny Salgadinho de Milho Clássico Presunto;R$ 2,69;1 X 38 g
Crocantíssimo Snack de Peito de Peru com Requeijão Original;R$ 2,89;1 X 40 g
Salgadinho Queijo Nacho Doritos 45G;R$ 6,49;1 X 45 g
Batata Frita Ondulada Original Elma Chips Ruffles 76 g;R$ 8,49;1 X 76 g
Salgadinho Bacon Torcida Jr. 38G;R$ 1,89;1 X 38 g
Elma Chips Salgadinho de Milho Fandangos Sabor Presunto;R$ 9,99;1 X 140.0 g
Batata Frita Ondulada Original Elma Chips Ruffles 40G;R$ 5,99;1 X 40.0 g
Elma Chips Salgadinho Cheetos Lua Parmesão;R$ 9,99;1 X 125 g
Elma Chips Batata Palha Tradicional 215 g;R$ 16,90;1 X 215 g
Salgadinho Queijo Nacho Doritos 210G;R$ 16,90;1 X 210 g
Slight Batata Palha Tradicional;R$ 7,99;1 X 110 g
Natural Life Chips de Arroz Integral e Milho Cebola e Salsa;R$ 5,99;1 X 70 g
Elma Chips Salgadinho Queijo Suíço Cheetos;R$ 4,49;1 X 37 g
Salgadinho Original Doritos Dippas 84 g;R$ 8,99;1 X 84 g
Elma Chips Salgadinho Cebola Cebolitos;R$ 10,90;1 X 110 g
Batata Frita Lisa Peito De Peru Sensações 40G;R$ 6,49;1 X 40 g
Salgadinho Cebola Torcida Jr. 38G;R$ 1,89;1 X 38 g
Eqlibri Panetini Snack Tomate Temperado 40 g;R$ 4,99;1 X 40.0 g
Natura Life Chips Arroz Integral e Milho Churrasco sem Glúten;R$ 5,99;1 X 70 g
Lay's Batata Frita Lisa Clássica;R$ 8,99;1 X 80.0 g
Torcida Salgadinho Sabor Queijo;R$ 1,89;1 X 38 g
Salgadinho Sweet Chili Doritos 84G;R$ 8,99;1 X 84 g
Torcida Salgadinho Pimenta Mexicana;R$ 1,89;1 X 38.0 g
Crony Batata Sabor Original;R$ 8,99;1 X 100 g
Pringles Salgadinho Batata Frita Original;R$ 13,90;1 X 109 g
Lays Batata Frita Lisa Creme de Cebola;R$ 8,99;1 X 80 g
Crocantíssimo Snack de Trigo Salaminho com Limão Original;R$ 2,89;1 X 40 g
Pettiz Dori Amendoim Crocante;R$ 11,90;1 X 120 g
Batata Frita Ondulada Cebola E Salsa Elma Chips Ruffles 76G;R$ 8,49;1 X 76 g
Batata Frita Ondulada Original Elma Chips Ruffles 167G;R$ 14,90;1 X 167 g
Batata Frita Ondulada Churrasco Elma Chips Ruffles 76G;R$ 8,49;1 X 76 g
Batata Frita Lisa Creme de Cebola Lays 135 g;R$ 11,90;1 X 135 g
Pringles Salgadinho Batata Frita Cheddar e Bacon;R$ 13,90;1 X 109 g
Salgadinho Onda Requeijão Elma Chips Cheetos 75 g;R$ 6,99;1 X 75 g
Skiny Salgadinho de Milho Queijo;R$ 2,69;1 X 38 g
Crocantíssimo Snack de Trigo Sabor Churrasco Original;R$ 2,89;1 X 40.0 g
Vale Fértil Snack de Azeitonas Verdes Provençal;R$ 5,49;1 X 50 g
Lays Batata Frita Lisa Frango Grelhado Sensações;R$ 8,99;1 X 80 g
Batata Frita Ondulada Cebola E Salsa Elma Chips Ruffles 40G;R$ 5,99;1 X 40 g
Bauducco Biscoito Recheado Choco Biscuit ao Leite;R$ 6,99;1 X 80 g
Biscoito Piraque Maizena 200g;R$ 7,99;1 X 200 g
Bauducco Biscoito Wafer com Recheio Chocolate;R$ 4,49;1 X 140 g
Passatempo Biscoito Recheio Chocolate;R$ 3,49;1 X 130 g
Biscoito Recheado Oreo original 90g;R$ 3,99;1 X 90 g
Forno de Minas Waffle Congelado Tradicional;R$ 21,90;1 X 280 g
Marilan Biscoito Maizena;R$ 8,49;1 X 350 g
Bauducco Biscoito Cookies Original;R$ 5,49;1 X 100 g
Oreo Biscoito Recheado Mini;R$ 1,99;1 X 35 g
Itamaraty Biscoito Wafer Look Chocolate;R$ 3,29;1 X 55 g
Piraquê Biscoito Maltado Coberto;R$ 5,99;1 X 80.0 g
Biscoito recheado Oreo original multipack 144g;R$ 6,99;4 X 36 g
Peta Caseira Biscoitinho de Polvilho Doce Tradicional;R$ 6,99;1 X 100 g
Bauducco Barrinha Maxi Chocolate;R$ 1,79;1 X 25 g
Biscoito Cream Cracker Amanteigado Tradicional Vitarella Pacote 350G;R$ 7,99;1 X 350 g
Delicioso Biscoito Azedo;R$ 7,49;170 g
Bauducco Wafer com Recheio de Morango;R$ 4,49;1 X 140 g
Vitarella Biscoito Maizena Tradicional;R$ 11,90;1 X 350 g
Natural Life Biscoito de Arroz Integral sem Glúten;R$ 6,99;1 X 80 g
Nestlé Biscoito de Leite Passatempo;R$ 3,79;1 X 150 g
Camil Biscoito Arroz Integral;R$ 6,49;1 X 150 g
Nestlé Biscoito Bono Recheado Chocolate;R$ 2,99;1 X 90 g
Bauducco Biscoito Levissimo Cracker;R$ 5,49;1 X 200.0 g
Nesfit Biscoito Cacau e Cereais;R$ 4,99;1 X 160 g
Bauducco Biscoito Cookies Maxi Chocolate;R$ 5,99;1 X 96 g
Bauducco Biscoito Waffer Chocolate com Avelã;R$ 4,49;1 X 140 g
Look Biscoito Wafer Stick Doce De Leite;R$ 3,29;1 X 55 g
Bauducco Biscoito de Chocolate Meio Amargo;R$ 6,99;1 X 80 g
Fortaleza Biscoito Cream Cracker;R$ 7,99;1 X 350 g
Tostines Biscoito de Maizena;R$ 4,49;1 X 200 g
Club Social Biscoito Salgado original multipack;R$ 5,99;1 X 144.0 g
Fortaleza Biscoito Maizena Tradicional;R$ 11,90;1 X 350 g
Biscoito recheado Trakinas chocolate 42g;R$ 1,69;1 X 42 g
Bauducco Biscoito Recheado Duplo Chocolate;R$ 2,59;1 X 140 g
Negresco Biscoito Baunilha;R$ 2,99;1 X 90 g
Piraquê Biscoito Salgado Cream Cracker;R$ 7,49;1 X 200 g
Piraquê Biscoito Água com Gergelim;R$ 8,99;1 X 215 g
Rancheiro Biscoito Wafer Sabor Chocolate;R$ 2,19;1 X 78 g
Bauducco Biscoito Recheado Sabor Baunilha;R$ 2,59;1 X 140 g
Rancheiro Biscoito Rosquinha De Coco Zero Lactose;R$ 3,99;1 X 300 g
Bauducco Biscoito Amanteigado de Leite;R$ 7,99;1 X 335 g
Biscoito Salgado Piraque Queijinho 100g;R$ 7,49;1 X 100 g
Nestlé Biscoito Calipso Coberto de Chocolate;R$ 8,49;1 X 130.0 g
